o_id,name,slug,description,url,retail_price,store,brand,episode,season,show,character,image_cover_picture,image_picture_1,image_picture_2,image_picture_3,type,color,tags,recommended_products
ObjectID(523f9a9502c82d5c3500000a),"Brown Wingtips","Brown-Wingtips","Tan calfskin wingtip oxford.","http://www.colehaan.com/air-madison-wingtip-oxford-british-tan/C10146.html?dwvar_C10146_color=British%20Tan&size=brown#cgid=mens_shoes_wingtips&start=1 ","248.00","Cole Haan","Cole Haan",1,5,"White Collar","Mozzie",,,,,"Shoes","Brown",,
ObjectID(523f9b2702c82d5c38000014),"High-top Boat Sneaker","High-top-Boat-Sneaker","Brown leather high-top lace-up sneaker with white sole and leather laces.","http://blackstoneshoes.com/shop/bm10/ ","169.00","Blackstone Shoes","Blackstone Shoes",1,5,"White Collar","Mozzie",,,,,"Shoes","Tan","[ ""White_Collar"", "" Mozzie"", "" Shoes"" ]",
ObjectID(523f9b7002c82d5c2900000d),"Black maternity tank","Black-maternity-tank","Black ribbed maternity tank with scoop neck.","http://www.apeainthepod.com/Product.asp?product_Id=27987Z10010&MasterCategory_Id=MC2 ","29.99","A Pea in the Pod","A Pea in the Pod",1,5,"White Collar","Diana Barrigan",,,,,"Tank","black",,
ObjectID(523f9bdf02c82d5c3b000009),"Black Suede Ankle Boot","Black-Suede-Ankle-Boot","Black suede ankle boot with inside zipper.  Light wood sole and 3 inch stacked heel.","http://www.albertofermaniusa.com/Diva-Ankle%20Boot-Nero ","445.00","Alberto Fermani","Alberto Fermani",1,5,"White Collar","Diana Barrigan",,,,,"Shoes","black",,
ObjectID(523f9c6802c82d5c32000012),"Navy Birdseye Suit","Navy-Birdseye-Suit","Navy with light blue birdseye 2-piece suit, single-breasted, with two buttons, notched collar, and double vent.","http://www1.macys.com/shop/product/donald-j-trump-suit-navy-texture-solid?ID=880225&CategoryID=17788&LinkType=#fn=BRAND%3DDonald%20J.%20Trump%26COLOR%3DBlue%26sp%3D1%26spc%3D1%26ruleId%3D78%26slotId%3D1","269.99","Macys","Donald Trump",1,5,"White Collar","Clinton Jones",,,,,"Suit","Blue",,
ObjectID(5240876902c82d5c2900000f),"Grey Sharkskin Suit","Grey-Sharkskin-Suit","Charcoal grey two-button suit with  self woven detail, grey lining, single vent, and notched collar.","http://www1.macys.com/shop/product/lauren-by-ralph-lauren-suit-separates-grey-sharkskin?ID=627341&CategoryID=17788#fn=BRAND%3DLauren%20Ralph%20Lauren%26COLOR%3DGray%26sp%3D1%26spc%3D9%26ruleId%3D78%26slotId%3D1","299.99","Macys","Ralph Lauren",1,5,"White Collar","Clinton Jones",,,,,"Suit","Gray","[ ""White_Collar"", "" Jones"", "" Suit"" ]",
ObjectID(5240880d02c82d5c29000010),"Smooth Leather Belt","Smooth-Leather-Belt","Smooth leather belt with no stitching and rectangular metal buckle.","http://store-us.hugoboss.com/boss/ugos-leather-belt/hbna50181449,en_US,pd.html&cgid=203020#!i%3D2%26color%3D210_Medium-Brown ","85.00","Hugo Boss","Hugo Boss",1,5,"White Collar","Clinton Jones",,,,,"Belt","Brown","[ ""White_Collar"", "" Jones"", "" Belt"" ]",
ObjectID(5240890102c82d5c38000015),"Black Square-toe Lace-ups","Black-Square-toe-Lace-ups","Black waterproof calfskin lace-up with square moccasin toe, topstitching and seams down sides.","http://www.johnstonmurphy.com/product.aspx?c=1215&color=Black&sc=1215&pid=83567 ","165.00","Johnston & Murphy","Johnston & Murphy",1,5,"White Collar","Clinton Jones",,,,,"Shoes","black","[ ""White_Collar"", "" Jones"", "" Shoes"" ]",
ObjectID(5240896102c82d5c2f000006),"Brown Belt with Curved Buckle","Brown-Belt-with-Curved-Bu","Brown  feather-edge belt with curved silver buckle.
","http://www.josbank.com/menswear/shop/Product_11001_10050_281404 ","65.00","Jos A. Bank","Jos A. Bank",1,5,"White Collar","Clinton Jones",,,,,"Belt","Brown",,
ObjectID(524089b902c82d5c2c00000d),"Brown Round-toe Oxfords","Brown-Round-toe-Oxfords","Brown leather lace-up with plain toe styling.","http://bostonian.clarksusa.com/eng/product/reserve/26028756 ","169.99","Bostonian","Bostonian",1,5,"White Collar","Clinton Jones",,,,,"Shoes","Brown",,
ObjectID(5241fdf102c82d5c32000014),"Black Wingtips","Black-Wingtips","Black point-toed wingtips with fancy brogue and cap toe.","http://www.magnanni.com/products/138-santiago-black.aspx ","299.99","Magnanni","Magnanni",7,5,"White Collar","Neal Caffrey",,,,,"Shoes","black",,
ObjectID(5249869202c82d4ab9000001),"Oxblood Belt","Oxblood-Belt","Oxblood leather with gold buckle.","http://www.brooksbrothers.com/Leather-Dress-Belt/854C,default,pd.html?dwvar_854C_Color=BRWN&contentpos=3&cgid=0233 ","98.00","Brooks Brothers","Brooks Brothers",7,5,"White Collar","Peter Burke",,,,,"Belt","Brown","[ ""White_Collar"", "" Peter"", "" Belt"" ]",
ObjectID(524986f602c82d4ab3000002),"Pale-sole leather captoe oxford ","Pale-sole-leather-captoe-","Oxblood leather captoe with tan sole.","http://www.neimanmarcus.com/Cole-Haan-Air-Madison-Cap-Toe-Dark-Brown-cole-haan-brown-shoes/prod144500261___/p.prod?icid=&searchType=MAIN&rte=%252Fsearch.jsp%253FN%253D4294914706%2526Ntt%253Dcole%252Bhaan%252Bbrown%252Bshoes&eItemId=prod144500261&cmCat=search","248.00","Neiman Marcus","Cole Haan",7,5,"White Collar","Peter Burke",,,,,"Shoes","Brown","[ ""White_Collar"", "" Peter"", "" Shoes"" ]",
ObjectID(5249877302c82d4ab0000001),"White and blue check dress shirt","White-and-blue-check-dres","White button-front shirt with light blue pinstripe medium check.","http://www.brooksbrothers.com/Supima®-Cotton-Non-Iron-Traditional-Fit-Medium-Check-Dress-Shirt/E266,default,pd.html?dwvar_E266_Color=LTBL&contentpos=50&cgid=0203 ","92.00","Brooks Brothers","Brooks Brothers",7,5,"White Collar","Peter Burke",,,,,"Shirt","White","[ ""White_Collar"", "" Peter"", "" Shirt"" ]",
ObjectID(524b16e302c82d4aa7000001),"Teal Crew Neck Tee","Teal-Crew-Neck-Tee","Short-sleeve crew neck cotton tee in faded teal.","http://www.jcrew.com/mens_category/polostees/brokeninjerseytees/PRDOVR~10132/10132.jsp ","24.50","J. Crew","J. Crew",7,5,"White Collar","Peter Burke",,,,,"Shirt","Blue","[ ""White_Collar"", "" Peter"", "" Shirt"" ]",
ObjectID(524b175e02c82d4aaa000003),"Faded Straight Leg Jeans","Faded-Straight-Leg-Jeans","Straight fit jeans in distressed mid-weight denim.","http://us.levi.com/product/index.jsp?productId=10932150&&cp=3146842.3146854.3691994 ","44.00","Levi's","Levi's",7,5,"White Collar","Peter Burke",,,,,"jean","Blue","[ ""White_Collar"", "" Peter"", "" Jeans"" ]",
ObjectID(524b17cc02c82d4aa7000003),"Navy Lightweight Jacket","Navy-Lightweight-Jacket","Waterproof lightweight cotton jacket with front pockets and zip-up closure.","http://www.vince.com/showerproof-lightweight-jacket-/invt/vnm14964166&bklist=icat,4,shop,men,mjacketsouterwear ","425.00","Vince","Vince",7,5,"White Collar","Peter Burke",,,,,"Jacket","Blue",,
ObjectID(524b18c602c82d4abc000001),"Dark Brown Suede Desert Boots","Dark-Brown-Suede-Desert-B","Chocolate suede lace-up desert boots with crepe sole.","http://www.clarksusa.com/eng/product/desert_boot_men/26031692 ","119.00","Clarks","Clarks",7,5,"White Collar","Peter Burke",,,,,"Shoes","Brown","[ ""White_Collar"", "" Peter"", "" Shoes"" ]",
ObjectID(524b193f02c82d4ab0000005),"Blue Striped PJ Pant","Blue-Striped-PJ-Pant","Blue vertical multi-stripe lightweight cotton drawstring pajama pants.","https://shop.hanrousa.com/product/hanro-wayne-long-stripe-pant-5379-2777.cfm ","148.00","Hanro","Hanro",7,5,"White Collar","Peter Burke",,,,,"Pajamas","Blue",,
ObjectID(524b19af02c82d4abc000002),"Straight- fit Faded Indigo Jean","Straight--fit-Faded-Indig","Straight fit jean with traditional 5-pocket styling.","http://bananarepublic.gap.com/browse/product.do?cid=7055&vid=1&pid=434702002 ","89.50","Banana Republic","Banana Republic",7,5,"White Collar","Peter Burke",,,,,"jean","Blue",,
ObjectID(524b1a2c02c82d4ab0000006),"Black Pinstripe Check White Dress Shirt","Black-Pinstripe-Check-Whi","White button-front dress shirt with black and charcoal pinstripe check pattern.","http://www.brooksbrothers.com/All-Cotton-Non-Iron-Regular-Fit-Graph-Check-Dress-Shirt/ME00304,default,pd.html?dwvar_ME00304_Color=BLCK&contentpos=3&cgid=0203 ","92.00","Brooks Brothers","Brooks Brothers",7,5,"White Collar","Peter Burke",,,,,"Shirt","White","[ ""White_Collar"", "" Peter"", "" Shirt"" ]",
ObjectID(524b1aad02c82d4abc000005),"Navy Virgin Wool Suit","Navy-Virgin-Wool-Suit","Classic fit wool two-piece two-button suit with straight-leg flat-front trousers and tailored jacket.","http://us.burberry.com/store/menswear/prod-37996501-classic-fit-virgin-wool-suit/ ","1195.00","Burberry","Burberry",7,5,"White Collar","Peter Burke",,,,,"Suit","Blue",,
ObjectID(524b1af902c82d4ab0000007),"Nude Suede Pumps","Nude-Suede-Pumps","Nude suede pointy-toed pump with patent leather heel","http://www.neimanmarcus.com/p/Jimmy-Choo-Agnes-Pointed-Toe-Patent-Pump-Nude/prod151410011_cat35080738__/?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat35080738%2526pageSize%253D30%2526No%253D0%2526refinements%253D731%252C&eItemId=prod151410011&cmCat=product ","575.00","Neiman Marcus","Jimmy Choo",7,5,"White Collar","Elizabeth Burke",,,,,"Shoes","Nude",,
ObjectID(524b1b3002c82d4ab3000003),"Tan Snakeskin Clutch","Tan-Snakeskin-Clutch","Tan snakeskin leather envelope clutch with rectangle stone closure.","http://francoiseelizee.com/collections/view-all/products/alexandra-python-clutch ","730.00","Francoise Elizee","Francoise Elizee",7,5,"White Collar","Elizabeth Burke",,,,,"clutch","Tan",,
ObjectID(524b1b9202c82d4abc000007),"Orange Silk Blouse","Orange-Silk-Blouse","Silk pullover V-neck blouse with three-quarter sleeves.","http://www.cusp.com/product.jsp?itemId=prod125212&ecid=CUALRgcdL/ATRVoE ","97.50","Neiman Marcus","Joie",7,5,"White Collar","Elizabeth Burke",,,,,"Shirt","Orange",,
ObjectID(524b1bee02c82d4aa7000006),"White Skinny Jeans","White-Skinny-Jeans","Mid-rise white skinny jean with ankle-length hem with 5-pocket styling and split seam at ankle.","http://www.dl1961.com/p-201-angel-milk-women-ankle-jeans.aspx ","158.00","DL 1961","DL 1961",7,5,"White Collar","Elizabeth Burke",,,,,"jean","White",,
ObjectID(524b1d7102c82d4ab3000004),"Taupe Ballet Flats","Taupe-Ballet-Flats","Taupe leather ballet flats with elastic rim","http://www.yosisamra.com/women/classic-ballet-flats/samara-flat-leather.html ","66.00","Yosi Samra","Yosi Samra",7,5,"White Collar","Elizabeth Burke",,,,,"Shoes","Tan","[ ""White_Collar"", "" Elizabeth"", "" Shoes"" ]",
ObjectID(524b1e5702c82d4aaa000006),"White Basic Tank","White-Basic-Tank","White cotton knit scoop-neck tank with banded trim.","http://www.splendid.com/Sheer_Layers_Tank/pd/c/108/np/108/p/5821.html ","48.00","Splendid","Splendid",7,5,"White Collar","Elizabeth Burke",,,,,"Tank","White",,
ObjectID(524b1ed802c82d4aaa000009),"Gray Fitted Tweed Dress","Gray-Fitted-Tweed-Dress","Gray herringbone tweed fitted v-neck knee-length dress with black patent belt. ","http://www.farfetch.com/shopping/women/dolce-gabbana-fitted-dress-item-10471725.aspx ","1395.00","Farfetch","Dolce & Gabbana",7,5,"White Collar","Elizabeth Burke",,,,,"Dress","Gray",,
ObjectID(524b1f3302c82d4ab3000005),"Black Collarless Blazer","Black-Collarless-Blazer","Long-sleeve black viscose single-breasted blazer with no collar and hook and eye closure.
","http://www.farfetch.com/shopping/women/diane-von-furstenberg-yadira-fitted-jacket-item-10455753.aspx ","525.19","Farfetch","Diane Von Furstenberg",7,5,"White Collar","Elizabeth Burke",,,,,"Jacket","black",,
ObjectID(524b1fd602c82d4ab6000003),"Midrise Straight-leg Skinny Jeans","Midrise-Straight-leg-Skin","Midrise skinny jeans in indigo wash.","http://www.paigeusa.com/skyline-skinny-surface/d/400002009_c_206 ","189.00","Paige","Paige",7,5,"White Collar","Elizabeth Burke",,,,,"jean","blue","[ ""White_Collar"", "" Elizabeth"", "" Jeans"" ]",
ObjectID(524b20b702c82d4abc000009),"Solid Navy 2-piece Suit","Solid-Navy-2-piece-Suit","Navy two-piece two-button suit with notched collar, double vent, and flat-front trousers.","http://www1.macys.com/shop/product/dkny-suit-navy-solid-slim-fit?ID=415710&cm_mmc=LINKSHARE-_-5-_-63-_-MP563&LinkshareID=gcdL_ATRVoE-DHW7uu4KSwdIZuR_p6muRQ ","329.00","Macys","DKNY",7,5,"White Collar","Mozzie",,,,,"Suit","Blue","[ ""White_Collar"", "" Mozzie"", "" Suit"" ]",
ObjectID(524b211b02c82d4aa7000007),"White Tuxedo Shirt","White-Tuxedo-Shirt","Slim-fit point-collar tuxedo shirt with white self-stripe and French cuffs.","http://store-us.hugoboss.com/boss/jasan-slim-fit-spread-collar-french-cuff-tuxedo-shirt/hbna50198261,en_US,pd.html&cgid=21006#!i%3D13%26color%3D100_White ","145.00","Hugo Boss","Hugo Boss",7,5,"White Collar","Mozzie",,,,,"Shirt","White","[ ""White_Collar"", "" Mozzie"", "" Shirt"" ]",
ObjectID(524b217802c82d4ab6000006),"Black Lace-up Oxfords","Black-Lace-up-Oxfords","Black leather lace-up oxford dress shoe.","http://www.calvinklein.com/shop/en/ck/mens-shoes/82004267?Color=BLACK ","140.00","Calvin Klein","Calvin Klein",7,5,"White Collar","Mozzie",,,,,"Shoes","black","[ ""White_Collar"", "" Mozzie"", "" Shoes"" ]",
ObjectID(524b21d202c82d4abc00000a),"Black Leather Belt","Black-Leather-Belt","Black smooth leather and polished rectangular buckle with engraved detail.","http://store-us.hugoboss.com/boss/ugos-leather-belt-1/hbna50200562,en_US,pd.html&cgid=24002#!i%3D4%26color%3D001_Black ","85.00","Hugo Boss","Hugo Boss",7,5,"White Collar","Mozzie",,,,,"Belt","black","[ ""White_Collar"", "" Mozzie"", "" Belt"" ]",
ObjectID(524b235102c82d4abc00000d),"Oxblood Round-toe Lace-up Oxfords","Oxblood-Round-toe-Lace-up","Oxblood oxfords with heavy sole and smooth rounded toe.","http://www.florsheim.com/shop/style/13108-200.html","140.00","Florsheim","Florsheim",7,5,"White Collar","Clinton Jones",,,,,"Shoes","Brown",,
ObjectID(524b23c202c82d4ab9000002),"Grey Microcheck Suit","Grey-Microcheck-Suit","Two-piece two-button light grey micro check nailhead  suit with notched collar, double vents, and flat-front trousers.","http://www.brooksbrothers.com/Cambridge-Saxxon™-1818-Suit/MK00127,default,pd.html?dwvar_MK00127_Color=MDGY&contentpos=103&cgid=0216&cmp=AFC_LS_gcdL/ATRVoE_256101&siteID=gcdL_ATRVoE-rWPtnajQWCTb7P63docytg ","1089.00","Brooks Brothers","Brooks Brothers",7,5,"White Collar","Clinton Jones",,,,,"Suit","Gray","[ ""White_Collar"", "" Jones"", "" Suit"" ]",
ObjectID(524b24a802c82d4ab0000009),"Brown Round-toe Oxfords","Brown-Round-toe-Oxfords","Brown leather lace-up with plain toe styling.","http://bostonian.clarksusa.com/eng/product/reserve/26028756 ","169.99","Bostonian","Bostonian",7,5,"White Collar","Clinton Jones",,,,,"Shoes","Brown",,
ObjectID(524b251f02c82d4ab300000a),"Black Opaque Tights","Black-Opaque-Tights","Black opaque tights with control top.","http://www.spanx.com/shop/spanx/legwear/style/tights/tight-end-tights-original-shaping-tights-zid38-128/cat-38-catid-fncat_spx_leg_styl_tgts?CategoryDomainName=SPXNA-38&vva_ColorCode=BITTR-SLD&_t=pfm%3Dcategory%26pfmvalue%3Dfaceted ","28.00","Spanx","Spanx",7,5,"White Collar","Rebecca",,,,,"Tights","black","[ ""White_Collar"", "" Rebecca"", "" Tights"" ]",
ObjectID(524b255d02c82d4ab6000007),"Black Kitten Heel Pumps","Black-Kitten-Heel-Pumps","Black suede pointed-toe kitten heel pumps.","http://shop.nordstrom.com/s/jimmy-choo-aza-pointy-toe-pump/3368554?cm_ven=Linkshare&cm_cat=partner&cm_pla=10&cm_ite=1&siteId=gcdL_ATRVoE-eo9sUjjfQ5F5pP_S9lygFw ","475.00","Nordstrom","Jimmy Choo",7,5,"White Collar","Rebecca",,,,,"Shoes","black","[ ""White_Collar"", "" Rebecca"", "" Shoes"" ]",
ObjectID(524b25ca02c82d4ab9000004),"Burgundy Shiny Skinny Jeans","Burgundy-Shiny-Skinny-Jea","Burgundy coated low-rise skinny jeans.
","http://www.paigeusa.com/verdugo-ultra-skinny-aged-woodberry-coating/d/400002034 ","219.00","Paige","Paige",7,5,"White Collar","Rebecca",,,,,"jean","Burgundy",,
ObjectID(524b260d02c82d4ab000000b),"Black Scalloped Flats","Black-Scalloped-Flats","Black suede ballet flat with scalloped edges.","http://www.farfetch.com/shopping/women/chloe-ballerina-flat-item-10511994.aspx ","495.00","Farfetch","Chloe",7,5,"White Collar","Rebecca",,,,,"Shoes","black","[ ""White_Collar"", "" Rebecca"", "" Shoes"" ]",
ObjectID(524e2a3a02c82d4ab000000d),"White tank","White-tank","White ribbed A-line tank.","http://www.marcjacobs.com/lookbooks/special-items/41a4c31e-d130-493b-9914-14e42b13bea2/ribbed-tank ","12.00","Marc Jacobs","Marc Jacobs",5,5,"White Collar","Neal Caffrey",,,,,"Tank","White",,
ObjectID(524e2da602c82d4abc00000f),"Oxblood Leather Captoe","Oxblood-Leather-Captoe","Smooth leather stitched cap toe six-eye balmoral with hammered welt. Tonal logo-debossed leather sole.","http://www.barneys.com/on/demandware.store/Sites-BNY-Site/default/Product-Show?pid=00505023125827 ","550.00","Barney's New York","Harris",5,5,"White Collar","Neal Caffrey",,,,,"Shoes","Brown","[ ""White_Collar"", "" Neal"", "" Shoes"" ]",
ObjectID(524e2e0802c82d4aad000003),"Cornflower Blue Polo","Cornflower-Blue-Polo","Cornflower blue sweater-knit short-sleeve cotton pique polo with star embroidery in slim fit.","http://www.gucci.com/us/styles/323588X39254863#","460.00","Gucci","Gucci",5,5,"White Collar","Neal Caffrey",,,,,"Shirt","Blue",,
ObjectID(524e2ea302c82d4ab9000008),"Navy Seersucker Plaid Suit","Navy-Seersucker-Plaid-Sui","Two-piece, two-button navy seersucker weave suit with light grey windowpane plaid patterning.","http://www.johnvarvatos.com/chad-two-button-notch-lapel-suit/d/5925 ","1895.00","John Varvatos","John Varvatos",5,5,"White Collar","Neal Caffrey",,,,,"Suit","Blue","[ ""White_Collar"", "" Neal"", "" Suit"" ]",
ObjectID(524e2f2a02c82d4abc000012),"Woven Leather Belt","Woven-Leather-Belt","Handcrafted braided Italian leather belt with pewter buckle.","http://www.bottegaveneta.com/us/belt_cod46305740ma.html ","480.00","Bottega Veneta","Bottega Veneta",5,5,"White Collar","Neal Caffrey",,,,,"Belt","Brown",,
ObjectID(524e2f9a02c82d4aad000004),"Oxblood Belt","Oxblood-Belt","Oxblood leather with gold buckle.","http://www.brooksbrothers.com/Leather-Dress-Belt/854C,default,pd.html?dwvar_854C_Color=BRWN&contentpos=3&cgid=0233 ","98.00","Brooks Brothers","Brooks Brothers",5,5,"White Collar","Peter Burke",,,,,"Belt","Brown","[ ""White_Collar"", "" Peter"", "" Belt"" ]",
ObjectID(524e2fee02c82d4ab6000008),"Black Belt with Silver Buckle","Black-Belt-with-Silver-Bu","Milgrain reversible black leather belt with pewter buckle.","http://www.perryellis.com/belts/milgrain-reversible-belt/1P02066.html?prefn1=refinementColor&start=16&dwvar_1P02066_color=BLK20&cgid=pedmbelts&prefv1=Black ","17.99","Perry Ellis","Perry Ellis",5,5,"White Collar","Peter Burke",,,,,"Belt","black",,
ObjectID(524e354602c82d4aa7000009),"Black Leather Wingtips","Black-Leather-Wingtips","Black leather wingtips with fancy punched brogue.","http://www.lordandtaylor.com/webapp/wcs/stores/servlet/en/lord-and-taylor/mens/shoes-14364--1/wingtip-leather-shoes ","109.95","Lord & Taylor","Black Brown 1826",5,5,"White Collar","Peter Burke",,,,,"Shoes","black","[ ""White_Collar"", "" Peter"", "" Shoes"" ]",
ObjectID(524e35a502c82d4ab9000009),"Light Blue Dress Shirt","Light-Blue-Dress-Shirt","Light blue button-front dress shirt with modified point collar and barrel cuffs.","http://store-us.hugoboss.com/boss/gulio-us-classic-fit-modified-point-collar-dress-shirt/hbna50221984,en_US,pd.html&cgid=21006#!i%3D15%26color%3D450_Light-Pastel-Blue ","95.00","Hugo Boss","Hugo Boss",5,5,"White Collar","Peter Burke",,,,,"Shirt","Blue",,
ObjectID(524e35ff02c82d4ab6000009),"Straight- fit Faded Indigo Jean","Straight--fit-Faded-Indig","Straight fit jean with traditional 5-pocket styling.","http://bananarepublic.gap.com/browse/product.do?cid=7055&vid=1&pid=434702002 ","89.50","Banana Republic","Banana Republic",5,5,"White Collar","Peter Burke",,,,,"jean","Blue",,
ObjectID(524e364102c82d4aaa00000e),"Dark Brown Suede Desert Boots","Dark-Brown-Suede-Desert-B","Chocolate suede lace-up desert boots with crepe sole.","http://www.clarksusa.com/eng/product/desert_boot_men/26031692 ","119.00","Clarks","Clarks",5,5,"White Collar","Peter Burke",,,,,"Shoes","Brown","[ ""White Collar"", "" Peter"", "" Shoes"" ]",
ObjectID(524e36a202c82d4abc000013),"White and blue check dress shirt","White-and-blue-check-dres","White button-front shirt with light blue pinstripe medium check.","http://www.brooksbrothers.com/Supima®-Cotton-Non-Iron-Traditional-Fit-Medium-Check-Dress-Shirt/E266,default,pd.html?dwvar_E266_Color=LTBL&contentpos=50&cgid=0203 ","92.00","Brooks Brothers","Brooks Brothers",5,5,"White Collar","Peter Burke",,,,,"Shirt","White",,
ObjectID(524e379902c82d4ab000000f),"Brown Calfskin Buckle Belt","Brown-Calfskin-Buckle-Bel","Calfskin belt with silver rounded buckle.","http://www.ralphlauren.com/product/index.jsp?productId=2598199&SiteId=gcdL_ATRVoE-X3m0eqacsni1U9QCrg5ArQ&utm_source=Affiliate&utm_medium=gcdL/ATRVoE ","125.00","Ralph Lauren","Ralph Lauren",5,5,"White Collar","Peter Burke",,,,,"Belt","Brown","[ ""White_Collar"", "" Peter"", "" Belt"" ]",
ObjectID(524e382f02c82d4aad000005),"Captoe Leather Oxfords","Captoe-Leather-Oxfords","Brown leather captoe oxfords with subtle topstitching.","http://www.lordandtaylor.com/webapp/wcs/stores/servlet/en/lord-and-taylor/mens/shoes-14364--1/captoe-leather-oxfords ","109.95","Lord & Taylor","Black Brown 1826",5,5,"White Collar","Peter Burke",,,,,"Shoes","Brown","[ ""White_Collar"", "" Peter"", "" Shoes"" ]",
ObjectID(524e38c502c82d4aaa00000f),"Charcoal  Grey Pinstripe Suit","Charcoal--Grey-Pinstripe-","Charcoal grey pinstripe two-piece two-button suit in twill.","http://www.brooksbrothers.com/Fitzgerald-Fit-Saxxon™-Wool-Bead-Stripe-1818-Suit/MK00328,default,pd.html?dwvar_MK00328_Color=CHAR&contentpos=5&cgid=0216","1298.00","Brooks Brothers","Brooks Brothers",5,5,"White Collar","Peter Burke",,,,,"Suit","Gray",,
ObjectID(524e394f02c82d4ab900000a),"Pale-sole leather captoe oxford ","Pale-sole-leather-captoe-","Oxblood leather captoe with tan sole.","http://www.neimanmarcus.com/Cole-Haan-Air-Madison-Cap-Toe-Dark-Brown-cole-haan-brown-shoes/prod144500261___/p.prod?icid=&searchType=MAIN&rte=%252Fsearch.jsp%253FN%253D4294914706%2526Ntt%253Dcole%252Bhaan%252Bbrown%252Bshoes&eItemId=prod144500261&cmCat=search","248.00","Neiman Marcus","Cole Haan",5,5,"White Collar","Peter Burke",,,,,"Shoes","Brown","[ ""White_Collar"", "" Peter"", "" Shoes"" ]",
ObjectID(524e399a02c82d4ab600000a),"White Skinny Jeans","White-Skinny-Jeans","Mid-rise white skinny jean with ankle-length hem with 5-pocket styling and split seam at ankle.","http://www.dl1961.com/p-201-angel-milk-women-ankle-jeans.aspx ","158.00","DL 1961","DL 1961",5,5,"White Collar","Elizabeth Burke",,,,,"jean","White",,
ObjectID(524e39d602c82d4aa700000a),"Taupe Ballet Flats","Taupe-Ballet-Flats","Taupe leather ballet flats with elastic rim","http://www.yosisamra.com/women/classic-ballet-flats/samara-flat-leather.html ","66.00","Yosi Samra","Yosi Samra",5,5,"White Collar","Elizabeth Burke",,,,,"Shoes","Tan","[ ""White_Collar"", "" Elizabeth"", "" Shoes"" ]",
ObjectID(524e3a4502c82d4ab900000e),"Blue Striped Bathrobe","Blue-Striped-Bathrobe","Navy and white multi pinstripe bathrobe with tie belt.
","http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306418052&PRODUCT%3C%3Eprd_id=845524446573205&R=58665428851&P_name=American+Essentials&N=4294912146+306418052+399545540&bmUID=k5.bvP4 ","98.00","Saks 5th Avenue ","American Essentials",5,5,"White Collar","Mozzie",,,,,"Robe","Blue",,
ObjectID(524e3a8502c82d4ab0000012),"Terry Mules","Terry-Mules","Black terry cloth mules.","http://www.dearfoams.com/event/catalog:detail/catalogCode/TERRY-CLOG-DM634/categoryCode/Men ","22.40","Dear Foams","Dear Foams",5,5,"White Collar","Mozzie",,,,,"Shoes","black",,
ObjectID(5258310202c82d4ab0000015),"Charcoal Chinos","Charcoal-Chinos","Charcoal grey cotton chinos.","http://www.zara.com/us/en/man/trousers/chinos-c269234p1359120.html ","59.90","Zara","Zara",5,5,"White Collar","Mozzie",,,,,"Pants","Gray","[ ""White_Collar"", "" Mozzie"", "" Pants"" ]",
ObjectID(5258317a02c82d4ab900000f),"Brown Leather Lace-up Hightop Boots","Brown-Leather-Lace-up-Hig","Brown leather sports boot with seam detail around toe.","http://blackstoneshoes.com/shop/cm14/","299.00","Blackstone Shoes","Blackstone Shoes",5,5,"White Collar","Mozzie",,,,,"Shoes","Brown","[ ""White_Collar"", "" Mozzie"", "" Shoes"" ]",
ObjectID(525831dd02c82d4abc000014),"Tan Lace-up Desert Boot","Tan-Lace-up-Desert-Boot","Caramel suede lace-up desert boot with stitching around sole.","http://www.jcrew.com/mens_category/shoes/casualbootschukkas/PRDOVR~30442/30442.jsp?color_name=dark-khaki ","190.00","J. Crew","J. Crew",5,5,"White Collar","Mozzie",,,,,"Shoes","Brown","[ ""White_Collar"", "" Mozzie"", "" Shoes"" ]",
ObjectID(5258322502c82d4aad000007),"Brown Belt with Pewter Buckle","Brown-Belt-with-Pewter-Bu","Dark brown leather belt with pewter buckle.","http://www.perryellis.com/belts/soft-tube-32-mm-belt/1P35114.html?prefn1=refinementColor&start=6&dwvar_1P35114_color=CHOC&cgid=pedmbelts&prefv1=Brown ","17.99","Perry Ellis","Perry Ellis",5,5,"White Collar","Clinton Jones",,,,,"Belt","Brown","[ ""White_Collar"", "" Jones"", "" Belt"" ]",
ObjectID(525832af02c82d4ab9000010),"Dark Brown Square-toe Wingtip","Dark-Brown-Square-toe-Win","Brown leather lace-up wingtip with squared toe.","http://www.florsheim.com/shop/style/12080-200.html ","180.00","Florsheim","Florsheim",5,5,"White Collar","Clinton Jones",,,,,"Shoes","Brown","[ ""White_Collar"", "" Jones"", "" Shoes"" ]",
