o_id,name,slug,description,url,retail_price,store,brand,episode,season,show,character,image_cover_picture,image_picture_1,image_picture_2,image_picture_3,type,color,tags,recommended_products
ObjectID(5166378f7b1d395aa9000004),"Ribbed Daily Tank","Ribbed-Daily-Tank","Tank - calistoga pigment; cotton. 95% Supima Cotton, 5% Lycra Knit. The essential James Perse tank, for daily wear. Fine, ribbed stretch cotton. Length: 26 in.","http://www.jamesperse.com/women/tops/tanks/ribbed-daily-tank/viewProduct.do?productId=prod290035&categoryId=cat40009","45","Bloomingdales","James Perse",7,2,"New Girl","Jess",,,,,"","","[ ""New_Girl"", ""Jess"", ""Bloomingdales"", ""James_Perse"" ]",
ObjectID(51701af27b1d397947000005),"Brooks Brothers White Shirt","Brooks-Brothers-White-Shi","Classic regular fit solid dress shirt with button front and long sleeves. Pure cotton broadcloth. Ainsley collar. Signature shirring at barrel cuffs. Center back pleat. Left chest pocket. Machine wash. Imported. Also available in Traditional, Slim and Extra-Slim fit.","http://www.brooksbrothers.com/IWCatProductPage.process?Merchant_Id=1&Section_Id=662&Product_Id=1489011&Parent_Id=203&default_color=WHITE&sort_by=&sectioncolor=&sectionsize=","79.50","Brooks Brothers","Brooks Brothers",11,2,"New Girl","Schmidt",,,,,"","","[ ""New"", ""Girl"", ""Schmidt"", ""Shirt"", ""Button-down"", ""Oxford"", ""Mens"", ""Semiformal"" ]",
ObjectID(5194f3057b1d3925ca000004),"Earthkeepers Side Zip Boot with Laces","Earthkeepers-Side-Zip-Boo","Black, leather, by Timberland","http://shop.nordstrom.com/s/timberland-earthkeepers-side-zip-boot/3043274?origin=category&contextualcategoryid=0&fashionColor=Burnished+Black&resultback=571","170","Nordstrom","Timberland",11,2,"New Girl","Winston",,,,,"","","[ ""Winston,"", ""New"", ""Girl,"", ""Nordstrom,"", ""Timberland,"", ""Boot"" ]",
ObjectID(5194f4737b1d3925d0000003),"Harrison Belt","Harrison-Belt","Black dress belt with silver buckle","http://www.colehaan.com/colehaan/catalog/product.jsp?catId=100&productId=663742&productGroup=663744","75","Cole Haan","Cole Haan",11,2,"New Girl","Winston",,,,,"brief","blue","[ ""ColeHaan,"", ""Winston,"", ""NewGirl,"" ]",
ObjectID(5194f4e87b1d3925ca000007),"Bowery Jean","Bowery-Jean","Bowery jean with 5 pockets; black denim","http://www.johnvarvatos.com/Black_Bowery_Jean/pd/np/3063/p/3909.html","1","John Varvatos","John Varvatos",11,2,"New Girl","Winston",,,,,"jean","black","[ ""Jean"", ""WInston"", ""New_Girl"" ]",
ObjectID(519e3d207b1d3973e3000003),"C.P.O. Leather Jacket","C.P.O.-Leather-Jacket","Leather jacket with snap epaulettes, flap cargo pockets, and concealed zip/snap front closure. ","http://www.vince.com/cpo-leather-jacket/invt/vnm11234148/&bklist=icat,4,shop,men,menfeaturedstyles","1","Vince","Vince",11,2,"New Girl","Winston",,,,,"","","[ ""Leather"", ""Jacket"", ""Winston"", ""Newgirl"" ]",
ObjectID(519e3d927b1d3973ec000001),"Earthkeepers side zip boot","Earthkeepers-side-zip-boo","Side zip leather boot with laces","http://shop.nordstrom.com/s/timberland-earthkeepers-side-zip-boot/3043274?origin=category&contextualcategoryid=0&fashionColor=Burnished+Black&resultback=571","170","Nordstrom","Timberland",11,2,"New Girl","Winston",,,,,"","","[ ""boot"" ]",
ObjectID(519e3e257b1d3973e3000004),"Air Adams Cap-Toe Oxford","Air-Adams-Cap-Toe-Oxford","Black, leather Air Adams Cap-Toe Oxford shoe. ","http://www.colehaan.com/colehaan/catalog/product.jsp?catId=100&productId=396244&productGroup=396246","149.95","Cole Haan","Cole Haan",11,2,"New Girl","Schmidt",,,,,"","","[ ""Oxford"", ""Shoe"" ]",
ObjectID(519e3e867b1d3973ec000003),"Tartan Oxford Cloth Tie","Tartan-Oxford-Cloth-Tie","Tartan Oxford Cloth Tie with plaid pattern; Blue and Grey; Cotton","http://www.jcrew.com/mens_category/tiesandpocketsquares/cottonties/PRDOVR~15046/15046.jsp","59.50","J. Crew","J. Crew",11,2,"New Girl","Schmidt",,,,,"Tie","gray","[ ""tie"" ]",
ObjectID(519e3ed67b1d3973ec000004),"Classic All-Cotton Regular Fit Solid Dress Shirt","Classic-All-Cotton-Regula","classic regular fit solid dress shirt with button front and long sleeves; cotton; white","http://www.brooksbrothers.com/IWCatProductPage.process?Merchant_Id=1&Section_Id=662&Product_Id=1489011&Parent_Id=203&default_color=WHITE&sort_by=&sectioncolor=&sectionsize=","79.50","Brooks Brothers","Brooks Brothers",11,2,"New Girl","Schmidt",,,,,"","","[ ""Dress"", ""Shirt"" ]",
ObjectID(519e3f2a7b1d3973dc000001),"LUDLOW FIELDING THREE-BUTTON SUIT JACKET IN ENGLISH WOOL","LUDLOW-FIELDING-THREE-BUT","ludlow fielding 2 piece suit with single breasted jacket with notched lapel and matching flat front slacks; navy wool","http://www.jcrew.com/mens_category/suiting/PRDOVR~97416/97416.jsp","750.00","J. Crew","J. Crew",11,2,"New Girl","Schmidt",,,,,"","",,
ObjectID(519e5a5d7b1d3973ec000007),"'Create' Teardrop Charm","'Create'-Teardrop-Charm","A semiprecious briolette decorates a dreamy silver-washed charm. Choose additional charms and a chain to finalize your custom Dogeared necklace.","http://shop.nordstrom.com/S/dogeared-create-teardrop-charm/3405530?origin=category&contextualcategoryid=0&fashionColor=&resultback=0","15.00","Nordstrom","Dogeard",11,2,"New Girl","Cece",,,,,"brief","blue","[ ""Necklace"" ]",
ObjectID(519e5db87b1d3973e3000006),"Parker Wrap Dress - with Zig Zag Beading","Parker-Wrap-Dress---with-","Chic chevron is embellished with beads in this color-rich Parker wrap dress. Add delicate golden accessories for a bohemian finish.","http://www1.bloomingdales.com/shop/product/parker-wrap-dress-with-zig-zag-beading?ID=631974&PseudoCat=se-xx-xx-xx.esn_results","1","Bloomingdales","Parker",11,2,"New Girl","Cece",,,,,"","",,
ObjectID(519e5df97b1d3973e3000008),"Bow Clutch","Bow-Clutch","A glittering bow bedecks the front of a sparkle-savvy clutch outfitted with a built-in mirror inside the flap for discreet touch-ups.","http://shop.nordstrom.com/s/deux-lux-bow-clutch/3372731?origin=keywordsearch&contextualcategoryid=0&fashionColor=Pink+Sizzle&resultback=107","1","Nordstrom","Deux Lux",11,2,"New Girl","Cece",,,,,"clutch","gray",,
ObjectID(51a77b977b1d393844000002),"Minnie Pant Instretch Twill","Minnie-Pant-Instretch-Twi","A little bit '50s, our Minnie pant is chic and slim-fitting (thanks to a flattering two-way stretch fabric), with an exact-right-length cropped leg.","http://www.jcrew.com/womens_category/pants/minnie/PRDOVR~18850/18850.jsp","89.50","J. Crew","J. Crew",10,2,"New Girl","Jess",,,,,"Dress","Blue","[ ""New Girl"", ""Pant"", ""Legging"", ""Jess"" ]",
ObjectID(51a77c117b1d393853000001),"Cece Ballet Flats","Cece-Ballet-Flats","Beautifully styled in sumptuous suede (from Italy, of course) and loaded with design details (so they feel as good as they look), these flats feature a cushioned insole for maximum comfort, a rubber sole and a removed shank for maximum flexibility as well as an elasticized topline so they hug your feet just so. Last but not least, we added an interior wedge so you're not completely one with the ground.","http://www.jcrew.com/womens_category/shoes/ballets/PRDOVR~46198/46198.jsp","128","J. Crew","J. Crew",10,2,"New Girl","Jess",,,,,"Dress","Blue","[ ""New Girl"", ""Shoe"", ""Flats"", ""Jess"" ]",
ObjectID(51a77cc57b1d393844000005),"Hosiery TIghts","Hosiery-TIghts","Luxury you can feel on the skin…Super-transparent soft tights with incredibly smooth, matt look.
Excellent stretch and a perfect fit, thanks to the use of double-wrapped elastane in each row
Soft knitted waistband with the Wolford logo
Barely visible shadow toe reinforcement
Cotton gusset","http://www.wolfordshop.com/Hosiery-Tights/Individual-5/cp56547/si4463576/cl2/vt01/","55","Wolford","Wolford",10,2,"New Girl","Jess",,,,,"","","[ ""Hosiery,"", ""New_Girl,"", ""Jess"" ]",
ObjectID(51a79a6f7b1d393853000003),"Classic Crewneck Cardigan (Juniors)","Classic-Crewneck-Cardigan","Lithe ribbed trim lines the edges of a soft crewneck cardigan finished with a placket full of tiny buttons.
Front button closure.
Approx. length from shoulder: 22"".
Cotton/other/spandex; machine wash.
By BP.; imported.
BP.","http://shop.nordstrom.com/s/bp-classic-crewneck-cardigan-juniors/3214495?origin=category&contextualcategoryid=0&fashionColor=Red-+Berry&resultback=1736","1","Nordstrom","Brass Plum",10,2,"New Girl","Jess",,,,,"","","[ ""New_Girl,"", ""Cardigan,"", ""Jess"" ]",
ObjectID(51a79b5c7b1d393844000008),"Daytripper Dress","Daytripper-Dress","What's better than a blouse and shirt ensemble? One that only has one zip. LeifNotes' tied twofer is soft, yet structured and easily accessorized.
          Side pockets
          Side zip
          Polyester, rayon, spandex; acetate lining","http://www.anthropologie.com/anthro/catalog/productdetail.jsp?id=25237454","1","Anthropologie","Leif Notes ",10,2,"New Girl","Jess",,,,,"Dress","Blue","[ ""New_Girl,"", ""Jess,"", ""Dress"" ]",
ObjectID(51a79c097b1d393856000002),"Belted Wool Cardigan","Belted-Wool-Cardigan","A long and drapey open cardigan is gathered with a suede tie belt that subtly defines the shape.
          Single hook-and-bar closure at neck.
          Approx. length from shoulder: 38"".
          Wool; dry clean.","http://shop.nordstrom.com/S/helmut-lang-belted-wool-cardigan/3358514?origin=category&contextualcategoryid=0&fashionColor=&resultback=1001","1","Nordstrom","Helmut Lang",10,2,"New Girl","Cece",,,,,"","","[ ""New_Girl,"", ""Cece,"", ""Cardigan,"", ""Nordstrom"" ]",
ObjectID(51a79c9b7b1d393856000005),"Tierna Platform Wedges","Tierna-Platform-Wedges","An everyday chic platform wedge that will have you looking fashionable in no time.
- Wedge heel.
- Patent finish.
- Round toe and rubber sole.","http://www.aldoshoes.com/us/women/shoes/wedges/90220620-terina/96","1","Aldo","Aldo",10,2,"New Girl","Cece",,,,,"","","[ ""New_Girl,"", ""Wedges,"", ""Cece"" ]",
ObjectID(51a7e0887b1d39384d000003),"We The Free Long Sleeve Cotton Candy Burnout Top","We-The-Free-Long-Sleeve-C","Distressed wash two-tone 3/4-sleeve top. Raw edge hems. Cool rugged and perfectly worn in look and feel. ","http://www.freepeople.com/clothes-tops/we-the-free-long-sleeve-cotton-candy-burnout-top/","78","Free People","We The Free",10,2,"New Girl","Cece",,,,,"","","[ ""New_Girl,"", ""Cece,"", ""Shirt"" ]",
ObjectID(51a7e1aa7b1d39384400000a),"Roll Waist Pants","Roll-Waist-Pants","Long, lean stretch-cotton pants are styled with a printed, fold-over waistband, easily adjusted for a high or low rise.
Pattern placement may vary.
Approx. inseam: 33"".
Cotton/Lycra® spandex; machine wash.
By Hard Tail; made in the USA.
Women's Active & Swim.","http://shop.nordstrom.com/s/hard-tail-roll-waist-pants/3026360?origin=category&contextualcategoryid=0&fashionColor=&resultback=2229","1","Nordstrom","Hard Tail",10,2,"New Girl","Cece",,,,,"","","[ ""New_Gril,"", ""Cece"" ]",
ObjectID(51a7e2b67b1d393850000002),"SLIM FLAGSTONE LONG-SLEEVE TEE","SLIM-FLAGSTONE-LONG-SLEEV","We crafted this classic tee in an updated version of our slub cotton—an amazingly soft fabric made from twisted yarns of varying widths that are specially woven to produce a slightly textured look and feel. Not your average tee, its unconventional construction creates a unique ""high-low"" pattern that makes it a wardrobe all-star in any season. Online only.","http://www.jcrew.com/mens_category/polostees/layering/PRDOVR~33863/33863.jsp","49.50","J. Crew","J. Crew",10,2,"New Girl","Nick",,,,,"","","[ ""New_Girl"" ]",
ObjectID(51a7e3207b1d393856000006),"SLIM-STRAIGHT JEAN IN RESIN CRINKLE WASH","SLIM-STRAIGHT-JEAN-IN-RES","Looking for our vintage slim-straight fit? It's now called slim-straight. It's the exact same fit you already know and love—the only thing that's changed is the name. We wash these jeans with a special treatment to give them a great crinkled look. Since they're indigo dyed, they're prone to crocking, or color transfer, so wear (and wash) them with dark colors till they're worn in.","http://www.jcrew.com/mens_category/denim/slimstraight/PRDOVR~34035/34035.jsp","96","J. Crew","J. Crew",10,2,"New Girl","Nick",,,,,"","","[ ""New_Girl"" ]",
ObjectID(51a7e36a7b1d393856000007),"LEATHER ROLLER-BUCKLE BELT","LEATHER-ROLLER-BUCKLE-BEL","Painstakingly crafted right here in the USA, it's the piece that pulls together every outfit.","http://www.jcrew.com/mens_category/accessories/belts/PRDOVR~30871/30871.jsp","55","J. Crew","J. Crew",10,2,"New Girl","Nick",,,,,"belt buckle","black","[ ""New_Girl"" ]",
ObjectID(51a7e3ae7b1d39384a000001),"Desert Boot-Men","Desert-Boot-Men","An international cult classic, the iconic men's Desert® Boot by Clarks Originals® was inspired by crepe-soled boots worn by British officers in World War II. Crafted from natural materials including beeswax leather for supreme comfort, its timeless styling has remained unchanged for over 60 years.","http://www.clarksusa.com/eng/product/desert_boot_men/78358","119.99","Clarks","Clarks",10,2,"New Girl","Nick",,,,,"","","[ ""New_Girl"" ]",
ObjectID(51a7e5147b1d393847000001),"BROKEN-IN LONG-SLEEVE TEE","BROKEN-IN-LONG-SLEEVE-TEE","Hard washed for softness and a broken-in appearance, this tee looks and feels like the well-worn favorite you had in college. An exceptionally comfortable layering piece that's sharp enough to wear on its own, it's the kind of shirt you can never have too many of.","http://www.jcrew.com/mens_category/polostees/brokeninjerseytees/PRDOVR~79214/79214.jsp","29.50","J. Crew","J. Crew",10,2,"New Girl","Nick",,,,,"","","[ ""New_Girl"", ""Nick"" ]",
ObjectID(51a7e5807b1d393850000003),"Square Buckle Notched Belt","Square-Buckle-Notched-Bel","Worn with casual styles, this belt adds a relaxed yet sophisticated look and is a practical wardrobe staple.","http://www.marksandspencer.com/Marks-and-Spencer-Square-Notched/dp/B002DVYD6G?ie=UTF8&ref=sr_1_3&nodeId=53810031&sr=1-3&qid=1348269259&pf_rd_r=1N6PS4FR0HFWSXEQZXAM&pf_rd_m=A2BO0OYVBKIQJM&pf_rd_t=101&pf_rd_i=53810031&pf_rd_p=321381387&pf_rd_s=related-items-3","9.50","J. Crew","J. Crew",10,2,"New Girl","Schmidt",,,,,"","","[ ""New_Girl"" ]",
ObjectID(51a7e6e87b1d393853000006),"DOVER POINT  DRESS SHIRT","DOVER-POINT--DRESS-SHIRT","This modern dress shirt is a solid addition to a workweek wardrobe. Made in our solid stretch cotton poplin.","http://www.theory.com/doverpoint-sword/883360537061,default,pd.html?start=4&cgid=mens-dressshirts-ties","125","Theory","Dover Point",10,2,"New Girl","Schmidt",,,,,"Dress","Blue","[ ""New_Girl"" ]",
ObjectID(51a7e7347b1d393850000005),"ROADSTER SILK TIE","ROADSTER-SILK-TIE","Sophisticated and sharp, the Roadster tie is made of pure silk and features pin sized dots.","http://www.theory.com/silk-tie/C0672003,default,pd.html?dwvar_C0672003_color=HAX&start=7&cgid=mens-dressshirts-ties","98","Theory","Roadster",10,2,"New Girl","Schmidt",,,,,"Tie","black","[ ""New_Girl"" ]",
ObjectID(51a7e7987b1d39384a000002),"Air Adams Cap-Toe Oxford","Air-Adams-Cap-Toe-Oxford","Handcrafted cap-toe oxford constructed of soft, hand-burnished nappa","http://www.colehaan.com/colehaan/catalog/product.jsp?catId=100&productId=396244&productGroup=396246","149.95","Cole Haan","Cole Haan",10,2,"New Girl","Schmidt",,,,,"","","[ ""New_Girl"" ]",
ObjectID(51a7e8257b1d393856000008),"Heritage vintage straight chino","Heritage-vintage-straight","Extended tab waist with zip fly closure.
          Off-seam pockets and coin pocket in front; buttoned flap pockets in back.
          Our modern, limited-edition Heritage Collection is inspired by our legacy of exploration and discovery, and defined by craftsmanship and authenticity.","http://bananarepublic.gap.com/browse/product.do?cid=56472&vid=1&pid=406345002","39.99","Banana Republic","Banana Republic",10,2,"New Girl","Schmidt",,,,,"","","[ ""New_Girl"" ]",
ObjectID(51a7e8b67b1d393850000008),"Buckley Brogue","Buckley-Brogue","The Buckley Brogue in bistre is a lace up brogue shoe with classic brogue punch work inspired by a vintage style bought at a London market. This classic style has been constructed using specially sourced leather and designed to provide maximum comfort. Carefully washed and hand burnished for an authentic look, the Buckley Brogue is also available in oxblood and camo .","http://www.us.allsaints.com/men/footwear/allsaints-buckley-brogue/?colour=3031&category=315","1","ALLSAINTS","ALLSAINTS",10,2,"New Girl","Schmidt",,,,,"","","[ ""New_Girl"" ]",
ObjectID(51a7e8ff7b1d39384400000b),"VINTAGE POLO","VINTAGE-POLO","A clean-cut standard that goes with just about anything, the polo has been a men's wardrobe staple for years. We constructed ours from supersoft cotton to handle the nine-to-five and the five-to-nine with ease. Rock washed for comfort and a lived-in look and feel, it's cut slimmer than our classic polo but offers a bit more room than our slim fit.
","http://www.jcrew.com/mens_category/polostees/shortsleevepolos/PRDOVR~93827/93827.jsp","9.99","J. Crew","J. Crew",10,2,"New Girl","Winston",,,,,"","","[ ""New_Girl"" ]",
ObjectID(51a7e9457b1d39384d000006),"LONG-SLEEVE SLUB CREW NECK","LONG-SLEEVE-SLUB-CREW-NEC","The perfect go-to for laidback days: This long-sleeved tee is lightweight and comfortable, with a crew neckline and slub texture.
","http://www.vince.com/long-sleeve-slub-crew-neck-/invt/vnm11328168/&bklist=icat,4,shop,men,mteespolos","115","Vince","Vince",10,2,"New Girl","Winston",,,,,"","","[ ""New_Girl"" ]",
ObjectID(51a7e98d7b1d393853000007),"SHADOW PLAID BUTTON-DOWN","SHADOW-PLAID-BUTTON-DOWN","A super-soft cotton lends incredible comfort to this shadow-plaid button-down shirt, with a single patch pocket on the chest.","http://www.vince.com/shadow-plaid-button-down-/invt/vnm11241062/&bklist=icat,4,shop,men,mtops","69","Vince","Vince",10,2,"New Girl","Winston",,,,,"","","[ ""New_Girl"" ]",
ObjectID(51a7ea237b1d39384a000004),"Baby Rib Brief","Baby-Rib-Brief","Our version of the traditional brief in untraditional colors.","http://store.americanapparel.net/product/?productId=4415","14","American Apparel","American Apparel",10,2,"New Girl","Winston",,,,,"brief","blue","[ ""New_Girl"" ]",
ObjectID(51d46bde7b1d3942f4000005),"Ted Baker Full Skirt Belted Dress","Ted-Baker-Full-Skirt-Belt","Ladi belted dress with full skirt and capped sleeves","http://www.tedbaker-london.com/store/womens/full-skirt-belted-dress-GD67-WA2W-LADI-44.html","99","Bloomingdales","Ted Baker",8,2,"New Girl","Jess",,,,,"Dress","Red","[ ""NewGIrl"", ""Jess"", ""Dress"" ]",
ObjectID(51d4723a7b1d3942df000003),"Long Sleeve Crew Neck","Long-Sleeve-Crew-Neck","long sleeved shirt with crew neck and 3 shoulder buttons","www","99","ALLSAINTS","ALLSAINTS",10,2,"New Girl","Jess",,,,,"Shirt","Blue","[ ""New"", ""Girl"" ]",
ObjectID(51d472bc7b1d3942e5000001),"Shirt","Shirt","cotton candy burnout top with 3/4 length raglan sleeves and deep scoop neck","www","99","ALLSAINTS","ALLSAINTS",10,2,"New Girl","Cece",,,,,"Shirt","Blue",,
ObjectID(523f5bb502c82d5c29000005),"Black Wingtips","Black-Wingtips","Black point-toed wingtips with fancy brogue and cap toe.","http://www.magnanni.com/products/138-santiago-black.aspx ","299.00","Magnanni","Magnanni",1,5,"White Collar","Neal Caffrey",,,,,"Shoes","black","[ ""White_Collar"", "" Neal"", "" Shoes"" ]",
ObjectID(523f5cc302c82d5c38000004),"Oxblood Lace-Ups","Oxblood-Lace-Ups","Smooth leather five-eye balmoral with perforated square cap toe and trim. Grooved welt and stacked leather sole.","http://www.barneys.com/on/demandware.store/Sites-BNY-Site/default/Product-Show?pid=00505023125827","455.00","Barney's New York","Barney's New York",1,5,"White Collar","Neal Caffrey",,,,,"Shoes","Brown",,
ObjectID(523f5e2a02c82d5c32000004),"Chocolate Suede Belt","Chocolate-Suede-Belt","Rich brown suede belt with dark silver rounded buckle.","http://www.ferragamo.com/webapp/wcs/stores/servlet/TopCategories_31150_35551#/product/27657/6148914691233376565/539983 ","320.00","Ferragamo","Ferragamo",1,5,"White Collar","Neal Caffrey",,,,,"Belt","Brown","[ ""White_Collar"", "" Neal"", "" Belt"" ]",
ObjectID(523f5e6302c82d5c35000005),"White tank","White-tank","White ribbed A-line tank.","http://www.marcjacobs.com/lookbooks/special-items/41a4c31e-d130-493b-9914-14e42b13bea2/ribbed-tank ","12.00","Marc Jacobs","Marc Jacobs",1,5,"White Collar","Neal Caffrey",,,,,"Tank","White","[ ""White_Collar"", "" Neal"", "" Tank"" ]",
ObjectID(523f5f5602c82d5c38000008),"Grey Canvas Slip-ons","Grey-Canvas-Slip-ons","Dusty grey-beige twill slip-ons with white treads.
","http://www.uggaustralia.com/men-shoes/reefton---canvas/1000725.html?dwvar_1000725_color=MTL#prefn1=material&prefv1=Canvas&start=1&cgid=men-shoes-lace-ups-slip-ons","125.00","UGG","UGG",1,5,"White Collar","Peter Burke",,,,,"Shoes","Gray",,
ObjectID(523f601702c82d5c29000009),"Charcoal Birdseye Suit","Charcoal-Birdseye-Suit","Two-piece, two-button charcoal suit in  light grey birdseye with notched collar.","http://www1.bloomingdales.com/shop/product/canali-suit-regular-fit?ID=785120&CategoryID=3864&brandIndex=1&color=Charcoal#fn=COLOR%3DGray%26PRODUCT_DEPARTMENT%3DSuits%20&%20Separates%26spp%3D2%26ppp%3D96%26sp%3D1%26rid%3D%26spc%3D2%26kws%3DCanali","1695.00","Bloomingdales","Canali",1,5,"White Collar","Peter Burke",,,,,"Suit","Gray","[ ""White_Collar"", "" Peter"", "" Suit"" ]",
ObjectID(523f607d02c82d5c3800000b),"Black Belt with Silver Buckle","Black-Belt-with-Silver-Bu","Milgrain reversible black leather belt with pewter buckle.","http://www.perryellis.com/belts/milgrain-reversible-belt/1P02066.html?prefn1=refinementColor&start=16&dwvar_1P02066_color=BLK20&cgid=pedmbelts&prefv1=Black ","17.99","Perry Ellis","Perry Ellis",1,5,"White Collar","Peter Burke",,,,,"Belt","black","[ ""White_Collar"", "" Peter"", "" Belt"" ]",
ObjectID(523f610b02c82d5c26000003),"Black ""Hutchins"" Cap-toed Oxfords","Black-""Hutchins""-Cap-toed","Black French calfskin cap-toe oxford with full leather linings.","http://www.johnstonmurphy.com/product.aspx?c=1215&color=Black&sc=1215&pid=85503 ","250.00","Johnston & Murphy","Johnston & Murphy",1,5,"White Collar","Peter Burke",,,,,"Shoes","black","[ ""White_Collar"", "" Peter Burke"", "" Shoes"" ]",
ObjectID(523f616902c82d5c2c000005),"Light Blue Striped Dress Shirt","Light-Blue-Striped-Dress-","Light blue textured button-front dress shirt with thin white textured stripes.
","http://www.brooksbrothers.com/Supima®-Cotton-Non-Iron-Regular-Fit-End-on-End-Ground-Stripe-Dress-Shirt/ME00306,default,pd.html?dwvar_ME00306_Color=LTBL&contentpos=30&cgid=0203 ","92.00","Brooks Brothers","Brooks Brothers",1,5,"White Collar","Peter Burke",,,,,"Shirt","Blue",,
ObjectID(523f61e202c82d5c26000004),"Charcoal Grey Pinstripe Suit","Charcoal-Grey-Pinstripe-S","Charcoal grey pinstripe two-piece two-button suit in twill. ","http://www.brooksbrothers.com/Fitzgerald-Fit-Saxxon™-Bead-Stripe-1818-Suit/MK00328,default,pd.html?dwvar_MK00328_Color=CHAR&contentpos=5&cgid=0216 ","1298.00","Brooks Brothers","Brooks Brothers",1,5,"White Collar","Peter Burke",,,,,"Suit","Gray",,
ObjectID(523f82f102c82d5c2f000001),"Light Blue Polo","Light-Blue-Polo","Light blue cotton slub polo with two buttons.","http://www.jcrew.com/mens_category/polostees/shortsleevepolos/PRDOVR~23232/23232.jsp ","42.50","J. Crew","J. Crew",1,5,"White Collar","Peter Burke",,,,,"Shirt","Blue",,
ObjectID(523f948c02c82d5c32000006),"Faded Denim Jeans","Faded-Denim-Jeans","Traditional five pocket styling, relaxed fit denim jean.","http://bananarepublic.gap.com/browse/product.do?cid=7069&vid=1&pid=859784002 ","89.50","Banana Republic","Banana Republic",1,5,"White Collar","Peter Burke",,,,,"jean","Blue",,
ObjectID(523f96ba02c82d5c3200000b),"Red and Black Top Handle Lizard Satchel","Red-and-Black-Top-Handle-","Red, dark red, and black colorblock purse with gold hardware and embossed lizard detail.","http://www.dvf.com/440-top-handle-lizard-small-satchel/H2204058U13.html?dwvar_H2204058U13_color=DCCBK#cgid=bags","545.00","Diane Von Furstenberg","Diane Von Furstenberg",1,5,"White Collar","Elizabeth Burke",,,,,"Handbag","Red",,
ObjectID(523f972a02c82d5c3b000003),"Teal Fitted Dress","Teal-Fitted-Dress","Teal  knee-length fitted dress with teal topstitching, back zipper, square neck with fold details, and overlay shoulders.","http://www.neimanmarcus.com/p/Roland-Mouret-Breccia-Fold-Detail-Dress/prod158250095/?ecid=NMCIGoogleProductAds&ci_sku=prod158250095skuJADE&ci_gpa=pla&ecid=NMALRQFGLnEolOWg&CS_003=5630585 ","2285.00","Neiman Marcus","Roland Mouret",1,5,"White Collar","Elizabeth Burke",,,,,"Dress","Blue",,
ObjectID(523f977d02c82d5c3800000e),"Nude Suede Pump","Nude-Suede-Pump","Nude suede pointy-toed pump with patent leather heel","http://www.neimanmarcus.com/p/Jimmy-Choo-Agnes-Pointed-Toe-Patent-Pump-Nude/prod151410011_cat35080738__/?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat35080738%2526pageSize%253D30%2526No%253D0%2526refinements%253D731%252C&eItemId=prod151410011&cmCat=product ","575.00","Neiman Marcus","Jimmy Choo",1,5,"White Collar","Elizabeth Burke",,,,,"Shoes","Nude",,
ObjectID(523f97cb02c82d5c35000009),"Tan Snakeskin Clutch","Tan-Snakeskin-Clutch","Tan snakeskin leather envelope clutch with rectangle stone closure.","http://francoiseelizee.com/collections/view-all/products/alexandra-python-clutch ","730.00","Francoise Elizee","Francoise Elizee",1,5,"White Collar","Elizabeth Burke",,,,,"clutch","Tan","[ ""White_Collar"", "" Elizabeth"", "" Clutch"" ]",
ObjectID(523f981202c82d5c38000011),"Indigo skinny jeans","Indigo-skinny-jeans","Dark blue denim jeggings, super skinny fit.","http://www.jbrandjeans.com/620_MidRise_Super_Skinny_in_Eminence/pd/cl/7570/np/122/p/3223.html ","218.00","J Brand","J Brand",1,5,"White Collar","Elizabeth Burke",,,,,"jean","Blue",,
ObjectID(523f989202c82d5c3200000d),"White heathered drop-shoulder cardigan","White-heathered-drop-shou","White cardigan with gray heathering, ribbed pockets and hem, buttonless front, and drop shoulders.","http://www.vince.com/cashmere-drop-shoulder-cardigan/invt/vnv141374780&bklist=icat,4,shop,women,wsweaters ","325.00","Vince","Vince",1,5,"White Collar","Elizabeth Burke",,,,,"Cardigan","White",,
ObjectID(523f98db02c82d5c2c000008),"Taupe Ballet Flats","Taupe-Ballet-Flats","Taupe leather ballet flats with elastic rim.","http://www.yosisamra.com/women/classic-ballet-flats/samara-flat-leather.html ","66.00","Yosi Samra","Yosi Samra",1,5,"White Collar","Elizabeth Burke",,,,,"Shoes","Tan","[ ""White_Collar"", "" Elizabeth"", "" Shoes"" ]",
ObjectID(523f992d02c82d5c2f000003),"Brown tweed suit","Brown-tweed-suit","Brown plaid tweed two-button suit with double vent and notched collar.","http://bananarepublic.gap.com/browse/product.do?cid=85424&vid=1&pid=554813002 ","398.00","Banana Republic","Banana Republic",1,5,"White Collar","Mozzie",,,,,"Suit","Brown","[ ""White_Collar"", "" Mozzie"", "" Suit"" ]",
ObjectID(523f9a3702c82d5c3b000006),"White Dress Shirt","White-Dress-Shirt","White cotton self-pinstripe dress shirt.
","http://store-us.hugoboss.com/boss/jasan-slim-fit-spread-collar-french-cuff-tuxedo-shirt/hbna50198261,en_US,pd.html&cgid=21006#!i%3D13%26color%3D100_White ","145.00","Hugo Boss","Hugo Boss",1,5,"White Collar","Mozzie",,,,,"Shirt","White",,
